user_id,mental_state,books_preferences,music_preferences,film_preferences
816,happy,"['Memoir', 'Sports', 'Graphic Novels']","['folk', 'dance', 'new-age']","['Fantasy', 'Horror', 'Comedy']"
816,sad,"['Mystery', 'Humor', 'Classics']","['pop', 'electronic', 'alternative']","['Western', 'Fantasy', 'Adventure']"
816,stressed,"['Classics', 'Fiction', 'Crime']","['dance', 'indie', 'world-music']","['Animation', 'Sci-Fi', 'Children']"
816,relaxed,"['Business', 'Sports', 'Horror']","['blues', 'electro', 'pop']","['Romance', 'Children', 'Comedy']"
817,happy,"['Science Fiction', 'History', 'Paranormal']","['electronic', 'blues', 'rock']","['Western', 'Animation', 'Comedy']"
817,sad,"['Biography', 'Comics', 'Business']","['world-music', 'blues', 'electronic']","['Adventure', 'Children', 'Sci-Fi']"
817,stressed,"['Young Adult', 'Biography', ""Children's""]","['electro', 'folk', 'new-age']","['Comedy', 'Western', 'Horror']"
817,relaxed,"['Romance', 'Humor', 'Travel']","['electronic', 'rock', 'metal']","['Sci-Fi', 'Children', 'Animation']"
818,happy,"['Thriller', 'Fiction', 'Philosophy']","['soul', 'new-age', 'metal']","['Children', 'Fantasy', 'Animation']"
818,sad,"['Travel', 'Psychology', 'Biography']","['electronic', 'metal', 'folk']","['Children', 'Sci-Fi', 'Comedy']"
818,stressed,"['Biography', 'Crime', 'Nonfiction']","['pop', 'new-age', 'soul']","['Children', 'Comedy', 'Sci-Fi']"
818,relaxed,"['Horror', 'Business', 'Spirituality']","['new-age', 'dance', 'alternative']","['Children', 'Adventure', 'Animation']"
819,happy,"['Fiction', 'Paranormal', 'Travel']","['blues', 'dance', 'alternative']","['Sci-Fi', 'Adventure', 'Western']"
819,sad,"['Sports', 'Crime', 'Graphic Novels']","['metal', 'soul', 'world-music']","['Western', 'Fantasy', 'Comedy']"
819,stressed,"['Religion', 'Paranormal', 'Science Fiction']","['electronic', 'electro', 'alternative']","['Sci-Fi', 'Romance', 'Fantasy']"
819,relaxed,"['Self Help', 'Fiction', 'Crime']","['indie', 'electro', 'soul']","['Horror', 'Fantasy', 'Adventure']"
820,happy,"['Comics', 'History', 'Religion']","['folk', 'metal', 'blues']","['Sci-Fi', 'Fantasy', 'Western']"
820,sad,"['Historical Fiction', ""Children's"", 'Humor']","['dance', 'rock', 'world-music']","['Children', 'Horror', 'Animation']"
820,stressed,"['Crime', 'Science', 'Historical Fiction']","['pop', 'folk', 'electronic']","['Horror', 'Children', 'Romance']"
820,relaxed,"['Spirituality', 'Business', 'Chick Lit']","['indie', 'soul', 'new-age']","['Sci-Fi', 'Fantasy', 'Children']"
821,happy,"['Religion', 'Comics', 'Philosophy']","['world-music', 'rock', 'electro']","['Adventure', 'Sci-Fi', 'Fantasy']"
821,sad,"['Mystery', ""Children's"", 'Romance']","['rock', 'indie', 'electro']","['Fantasy', 'Animation', 'Comedy']"
821,stressed,"['Religion', 'Business', 'Psychology']","['folk', 'rock', 'soul']","['Adventure', 'Fantasy', 'Children']"
821,relaxed,"['Travel', 'Psychology', 'Business']","['world-music', 'electronic', 'rock']","['Romance', 'Sci-Fi', 'Fantasy']"
822,happy,"['Business', 'Humor', 'Art']","['folk', 'pop', 'indie']","['Children', 'Western', 'Animation']"
822,sad,"['Poetry', 'Self Help', 'Memoir']","['rock', 'pop', 'alternative']","['Children', 'Animation', 'Adventure']"
822,stressed,"['Paranormal', 'Humor', 'Mystery']","['blues', 'new-age', 'rock']","['Adventure', 'Romance', 'Sci-Fi']"
822,relaxed,"['History', 'Religion', 'Mystery']","['world-music', 'folk', 'alternative']","['Horror', 'Fantasy', 'Western']"
823,happy,"['Psychology', 'Business', 'Philosophy']","['new-age', 'world-music', 'soul']","['Western', 'Animation', 'Fantasy']"
823,sad,"['Chick Lit', 'Science Fiction', 'Mystery']","['indie', 'folk', 'electronic']","['Fantasy', 'Animation', 'Children']"
823,stressed,"['Philosophy', 'Crime', 'Sports']","['folk', 'world-music', 'blues']","['Horror', 'Animation', 'Adventure']"
823,relaxed,"['LGBT', 'Historical Fiction', 'Religion']","['rock', 'electronic', 'world-music']","['Romance', 'Animation', 'Horror']"
824,happy,"['Fiction', 'Horror', 'Sports']","['alternative', 'soul', 'folk']","['Romance', 'Horror', 'Western']"
824,sad,"['Biography', 'Science Fiction', 'Young Adult']","['electronic', 'blues', 'rock']","['Fantasy', 'Romance', 'Comedy']"
824,stressed,"['Business', 'Young Adult', 'Psychology']","['world-music', 'blues', 'soul']","['Animation', 'Comedy', 'Sci-Fi']"
824,relaxed,"['Music', 'Comics', 'Historical Fiction']","['alternative', 'electronic', 'rock']","['Fantasy', 'Children', 'Romance']"
825,happy,"['Chick Lit', 'LGBT', 'Music']","['soul', 'dance', 'folk']","['Horror', 'Sci-Fi', 'Western']"
825,sad,"['Thriller', 'LGBT', 'Travel']","['alternative', 'new-age', 'electronic']","['Adventure', 'Animation', 'Horror']"
825,stressed,"['Business', 'Science', 'Thriller']","['soul', 'alternative', 'metal']","['Western', 'Fantasy', 'Romance']"
825,relaxed,"['Comics', 'Graphic Novels', 'Psychology']","['indie', 'world-music', 'metal']","['Romance', 'Sci-Fi', 'Children']"
826,happy,"['Religion', 'Mystery', 'Graphic Novels']","['indie', 'alternative', 'rock']","['Children', 'Adventure', 'Romance']"
826,sad,"['Spirituality', 'Comics', 'Poetry']","['alternative', 'new-age', 'blues']","['Fantasy', 'Sci-Fi', 'Adventure']"
826,stressed,"['Graphic Novels', 'Chick Lit', 'Fiction']","['pop', 'new-age', 'electronic']","['Western', 'Children', 'Comedy']"
826,relaxed,"['Thriller', 'Graphic Novels', 'Music']","['electronic', 'soul', 'alternative']","['Horror', 'Western', 'Adventure']"
827,happy,"['Humor', 'Fiction', 'Business']","['rock', 'alternative', 'new-age']","['Fantasy', 'Romance', 'Children']"
827,sad,"['Young Adult', ""Children's"", 'Fiction']","['new-age', 'electronic', 'blues']","['Children', 'Animation', 'Western']"
827,stressed,"['LGBT', 'Memoir', 'Business']","['indie', 'dance', 'electronic']","['Horror', 'Children', 'Comedy']"
827,relaxed,"['Horror', ""Children's"", 'Sports']","['blues', 'new-age', 'folk']","['Comedy', 'Children', 'Animation']"
828,happy,"['Fiction', ""Children's"", 'Chick Lit']","['new-age', 'blues', 'electro']","['Romance', 'Horror', 'Fantasy']"
828,sad,"['Graphic Novels', 'Young Adult', 'Art']","['dance', 'metal', 'electro']","['Sci-Fi', 'Western', 'Adventure']"
828,stressed,"['Religion', 'Classics', 'Self Help']","['indie', 'blues', 'rock']","['Romance', 'Fantasy', 'Sci-Fi']"
828,relaxed,"['Chick Lit', 'Memoir', 'Science Fiction']","['electro', 'rock', 'electronic']","['Fantasy', 'Western', 'Animation']"
829,happy,"['Mystery', 'Humor', 'Romance']","['soul', 'blues', 'pop']","['Fantasy', 'Animation', 'Comedy']"
829,sad,"['Business', 'Paranormal', 'Graphic Novels']","['indie', 'folk', 'new-age']","['Sci-Fi', 'Western', 'Horror']"
829,stressed,"['Science Fiction', 'Crime', 'Science']","['dance', 'world-music', 'folk']","['Comedy', 'Romance', 'Fantasy']"
829,relaxed,"['Fiction', 'Thriller', 'Mystery']","['soul', 'electro', 'pop']","['Children', 'Western', 'Animation']"
830,happy,"['Travel', 'Psychology', 'Fiction']","['rock', 'world-music', 'pop']","['Adventure', 'Comedy', 'Western']"
830,sad,"['Business', 'Sports', ""Children's""]","['alternative', 'indie', 'blues']","['Horror', 'Comedy', 'Fantasy']"
830,stressed,"['Business', 'Humor', 'Memoir']","['pop', 'soul', 'electronic']","['Horror', 'Sci-Fi', 'Comedy']"
830,relaxed,"['Chick Lit', 'Graphic Novels', 'Music']","['electro', 'rock', 'metal']","['Comedy', 'Romance', 'Children']"
831,happy,"['Fiction', 'Psychology', 'Mystery']","['metal', 'soul', 'rock']","['Children', 'Horror', 'Animation']"
831,sad,"['Paranormal', 'Thriller', 'Music']","['folk', 'pop', 'electro']","['Fantasy', 'Adventure', 'Sci-Fi']"
831,stressed,"['Humor', 'Spirituality', 'Science']","['alternative', 'blues', 'soul']","['Adventure', 'Romance', 'Sci-Fi']"
831,relaxed,"['Business', 'Classics', 'Art']","['alternative', 'soul', 'dance']","['Romance', 'Animation', 'Fantasy']"
832,happy,"['Classics', 'Comics', 'Art']","['blues', 'folk', 'indie']","['Adventure', 'Horror', 'Comedy']"
832,sad,"['Philosophy', 'Mystery', ""Children's""]","['folk', 'indie', 'electronic']","['Sci-Fi', 'Children', 'Horror']"
832,stressed,"['Memoir', 'Spirituality', 'Horror']","['new-age', 'electronic', 'alternative']","['Romance', 'Sci-Fi', 'Western']"
832,relaxed,"['LGBT', 'Paranormal', 'Poetry']","['metal', 'soul', 'electro']","['Animation', 'Comedy', 'Sci-Fi']"
833,happy,"['Romance', 'Graphic Novels', 'Poetry']","['soul', 'electronic', 'alternative']","['Romance', 'Western', 'Adventure']"
833,sad,"['Romance', 'Psychology', 'Biography']","['soul', 'alternative', 'world-music']","['Horror', 'Sci-Fi', 'Comedy']"
833,stressed,"['Graphic Novels', 'Young Adult', 'Philosophy']","['blues', 'dance', 'pop']","['Comedy', 'Western', 'Sci-Fi']"
833,relaxed,"['Art', 'Travel', ""Children's""]","['indie', 'electro', 'electronic']","['Animation', 'Horror', 'Western']"
834,happy,"['Self Help', 'Sports', 'History']","['metal', 'new-age', 'pop']","['Fantasy', 'Romance', 'Animation']"
834,sad,"['LGBT', 'Poetry', 'Science']","['blues', 'indie', 'world-music']","['Comedy', 'Animation', 'Fantasy']"
834,stressed,"['Philosophy', 'History', 'LGBT']","['new-age', 'world-music', 'blues']","['Western', 'Horror', 'Sci-Fi']"
834,relaxed,"['Science Fiction', 'Mystery', 'Horror']","['rock', 'dance', 'world-music']","['Fantasy', 'Children', 'Horror']"
835,happy,"['Business', 'History', 'Travel']","['metal', 'alternative', 'new-age']","['Western', 'Animation', 'Romance']"
835,sad,"['LGBT', 'Self Help', 'Fiction']","['blues', 'alternative', 'dance']","['Romance', 'Fantasy', 'Children']"
835,stressed,"['Fiction', 'Crime', ""Children's""]","['dance', 'electronic', 'blues']","['Western', 'Fantasy', 'Comedy']"
835,relaxed,"['Religion', 'Historical Fiction', 'Psychology']","['pop', 'soul', 'new-age']","['Comedy', 'Western', 'Sci-Fi']"
836,happy,"['Art', 'Sports', 'Science']","['dance', 'indie', 'electronic']","['Sci-Fi', 'Western', 'Children']"
836,sad,"['Fiction', 'History', 'Mystery']","['alternative', 'dance', 'blues']","['Romance', 'Children', 'Comedy']"
836,stressed,"['LGBT', 'Science', 'Crime']","['pop', 'folk', 'metal']","['Comedy', 'Children', 'Sci-Fi']"
836,relaxed,"['Self Help', ""Children's"", 'Horror']","['blues', 'world-music', 'electro']","['Horror', 'Adventure', 'Romance']"
837,happy,"['Memoir', 'LGBT', 'Religion']","['world-music', 'soul', 'rock']","['Fantasy', 'Romance', 'Comedy']"
837,sad,"['Music', 'Graphic Novels', 'Religion']","['dance', 'folk', 'electronic']","['Animation', 'Horror', 'Children']"
837,stressed,"['Thriller', 'Business', 'Philosophy']","['pop', 'rock', 'indie']","['Animation', 'Children', 'Comedy']"
837,relaxed,"['Comics', 'LGBT', 'Nonfiction']","['electronic', 'world-music', 'pop']","['Comedy', 'Sci-Fi', 'Fantasy']"
838,happy,"['Paranormal', 'Graphic Novels', 'Music']","['new-age', 'alternative', 'folk']","['Fantasy', 'Western', 'Comedy']"
838,sad,"['Fiction', 'Psychology', 'Thriller']","['new-age', 'soul', 'metal']","['Adventure', 'Animation', 'Romance']"
838,stressed,"['Poetry', 'Thriller', 'Biography']","['pop', 'soul', 'blues']","['Children', 'Adventure', 'Comedy']"
838,relaxed,"['Business', 'History', 'Fiction']","['new-age', 'electro', 'rock']","['Sci-Fi', 'Comedy', 'Animation']"
839,happy,"['History', 'Humor', 'Music']","['electronic', 'new-age', 'blues']","['Children', 'Horror', 'Western']"
839,sad,"['Thriller', 'Classics', 'Philosophy']","['electronic', 'blues', 'dance']","['Animation', 'Western', 'Fantasy']"
839,stressed,"['Humor', 'Young Adult', 'Nonfiction']","['dance', 'rock', 'indie']","['Animation', 'Fantasy', 'Sci-Fi']"
839,relaxed,"['Religion', 'Mystery', 'Young Adult']","['electronic', 'rock', 'electro']","['Western', 'Romance', 'Horror']"
840,happy,"['Psychology', 'Science', 'Humor']","['soul', 'alternative', 'world-music']","['Fantasy', 'Sci-Fi', 'Adventure']"
840,sad,"['Paranormal', ""Children's"", 'Young Adult']","['blues', 'alternative', 'new-age']","['Horror', 'Sci-Fi', 'Animation']"
840,stressed,"['Classics', 'Horror', 'Thriller']","['metal', 'folk', 'indie']","['Adventure', 'Sci-Fi', 'Romance']"
840,relaxed,"['Philosophy', 'Science', 'LGBT']","['indie', 'rock', 'blues']","['Sci-Fi', 'Romance', 'Animation']"
841,happy,"['Paranormal', 'Thriller', 'Philosophy']","['soul', 'folk', 'rock']","['Comedy', 'Animation', 'Western']"
841,sad,"['Paranormal', 'Spirituality', 'LGBT']","['rock', 'metal', 'dance']","['Sci-Fi', 'Romance', 'Animation']"
841,stressed,"['Psychology', 'Religion', 'Music']","['metal', 'blues', 'rock']","['Western', 'Animation', 'Children']"
841,relaxed,"['History', 'Business', 'Mystery']","['rock', 'indie', 'new-age']","['Fantasy', 'Romance', 'Comedy']"
842,happy,"['Comics', 'Crime', 'Business']","['alternative', 'electro', 'electronic']","['Sci-Fi', 'Children', 'Adventure']"
842,sad,"['Memoir', 'Science', 'Psychology']","['soul', 'dance', 'electro']","['Comedy', 'Children', 'Animation']"
842,stressed,"['Psychology', 'LGBT', 'Humor']","['blues', 'indie', 'electronic']","['Animation', 'Adventure', 'Fantasy']"
842,relaxed,"['Poetry', 'Crime', 'Science Fiction']","['rock', 'folk', 'world-music']","['Adventure', 'Comedy', 'Horror']"
843,happy,"['Biography', 'Horror', 'Historical Fiction']","['blues', 'soul', 'dance']","['Western', 'Horror', 'Children']"
843,sad,"['Romance', 'Classics', 'Poetry']","['electro', 'new-age', 'blues']","['Animation', 'Comedy', 'Adventure']"
843,stressed,"['LGBT', 'History', 'Graphic Novels']","['pop', 'dance', 'rock']","['Comedy', 'Fantasy', 'Children']"
843,relaxed,"['Memoir', 'Poetry', 'Business']","['alternative', 'world-music', 'metal']","['Children', 'Horror', 'Romance']"
844,happy,"['Young Adult', 'Fiction', 'Comics']","['electronic', 'new-age', 'pop']","['Western', 'Fantasy', 'Animation']"
844,sad,"['Religion', 'LGBT', ""Children's""]","['indie', 'folk', 'new-age']","['Children', 'Comedy', 'Animation']"
844,stressed,"['LGBT', 'Music', 'Classics']","['electro', 'indie', 'folk']","['Western', 'Comedy', 'Children']"
844,relaxed,"['Religion', 'Comics', 'Paranormal']","['dance', 'rock', 'soul']","['Fantasy', 'Comedy', 'Animation']"
845,happy,"['Sports', 'Paranormal', 'Religion']","['electronic', 'electro', 'pop']","['Animation', 'Horror', 'Comedy']"
845,sad,"['Music', ""Children's"", 'Science Fiction']","['electro', 'folk', 'new-age']","['Sci-Fi', 'Horror', 'Fantasy']"
845,stressed,"['Sports', 'Memoir', 'Biography']","['soul', 'folk', 'rock']","['Animation', 'Children', 'Adventure']"
845,relaxed,"['Art', 'Poetry', 'Nonfiction']","['alternative', 'rock', 'soul']","['Comedy', 'Adventure', 'Children']"
846,happy,"['Nonfiction', 'Biography', 'Spirituality']","['pop', 'rock', 'electro']","['Adventure', 'Children', 'Romance']"
846,sad,"['Science Fiction', 'Classics', 'Comics']","['folk', 'pop', 'blues']","['Western', 'Sci-Fi', 'Comedy']"
846,stressed,"[""Children's"", 'Comics', 'Chick Lit']","['electro', 'soul', 'indie']","['Western', 'Horror', 'Romance']"
846,relaxed,"['Fiction', 'Memoir', 'Philosophy']","['dance', 'soul', 'electronic']","['Western', 'Adventure', 'Sci-Fi']"
847,happy,"['Art', 'Graphic Novels', 'Memoir']","['new-age', 'indie', 'dance']","['Comedy', 'Western', 'Horror']"
847,sad,"['Thriller', 'Poetry', 'Nonfiction']","['metal', 'blues', 'indie']","['Romance', 'Comedy', 'Animation']"
847,stressed,"['Self Help', 'Religion', 'Crime']","['metal', 'alternative', 'electronic']","['Sci-Fi', 'Children', 'Western']"
847,relaxed,"['Business', 'Science Fiction', 'Comics']","['world-music', 'blues', 'folk']","['Sci-Fi', 'Western', 'Adventure']"
848,happy,"['Music', 'Mystery', 'Historical Fiction']","['new-age', 'indie', 'pop']","['Children', 'Western', 'Animation']"
848,sad,"['Religion', 'Sports', 'Fiction']","['folk', 'pop', 'metal']","['Animation', 'Romance', 'Sci-Fi']"
848,stressed,"['Science', 'Poetry', 'Romance']","['electro', 'dance', 'electronic']","['Horror', 'Children', 'Romance']"
848,relaxed,"['Business', 'Nonfiction', 'Science Fiction']","['dance', 'electro', 'blues']","['Adventure', 'Comedy', 'Children']"
849,happy,"['Sports', 'Travel', 'Poetry']","['electronic', 'alternative', 'dance']","['Children', 'Adventure', 'Romance']"
849,sad,"['Religion', 'Business', 'Fiction']","['soul', 'metal', 'pop']","['Comedy', 'Adventure', 'Western']"
849,stressed,"['Horror', 'Humor', 'Philosophy']","['electronic', 'dance', 'pop']","['Romance', 'Children', 'Horror']"
849,relaxed,"['Thriller', 'Sports', 'Biography']","['new-age', 'world-music', 'alternative']","['Sci-Fi', 'Horror', 'Romance']"
850,happy,"['Spirituality', 'Art', 'Humor']","['world-music', 'electro', 'new-age']","['Children', 'Comedy', 'Horror']"
850,sad,"['Crime', 'Graphic Novels', 'Religion']","['folk', 'blues', 'pop']","['Animation', 'Adventure', 'Western']"
850,stressed,"['Graphic Novels', 'Nonfiction', 'Classics']","['blues', 'world-music', 'new-age']","['Fantasy', 'Western', 'Romance']"
850,relaxed,"['Psychology', 'Classics', 'Chick Lit']","['alternative', 'new-age', 'electronic']","['Comedy', 'Children', 'Animation']"
851,happy,"['Classics', 'Memoir', 'Music']","['new-age', 'folk', 'electronic']","['Comedy', 'Sci-Fi', 'Romance']"
851,sad,"['Science', 'Graphic Novels', 'Paranormal']","['indie', 'electro', 'alternative']","['Western', 'Sci-Fi', 'Fantasy']"
851,stressed,"['Mystery', 'Music', 'Thriller']","['pop', 'alternative', 'indie']","['Horror', 'Sci-Fi', 'Animation']"
851,relaxed,"['Science Fiction', 'Humor', 'Religion']","['new-age', 'electronic', 'metal']","['Animation', 'Horror', 'Adventure']"
852,happy,"['Business', 'Philosophy', 'Young Adult']","['world-music', 'new-age', 'metal']","['Western', 'Sci-Fi', 'Fantasy']"
852,sad,"['Business', 'Psychology', 'Humor']","['folk', 'new-age', 'rock']","['Sci-Fi', 'Fantasy', 'Children']"
852,stressed,"['Young Adult', 'Science Fiction', 'Psychology']","['indie', 'world-music', 'electro']","['Western', 'Horror', 'Comedy']"
852,relaxed,"['History', 'Religion', 'Crime']","['rock', 'soul', 'electronic']","['Adventure', 'Comedy', 'Romance']"
853,happy,"['Historical Fiction', 'Romance', 'Travel']","['dance', 'new-age', 'soul']","['Animation', 'Sci-Fi', 'Adventure']"
853,sad,"['History', 'Fiction', 'Paranormal']","['soul', 'dance', 'rock']","['Comedy', 'Fantasy', 'Children']"
853,stressed,"['Mystery', 'Travel', 'Fiction']","['folk', 'new-age', 'pop']","['Sci-Fi', 'Horror', 'Animation']"
853,relaxed,"['Biography', 'Art', 'Historical Fiction']","['electronic', 'pop', 'electro']","['Animation', 'Comedy', 'Children']"
854,happy,"['Thriller', 'Memoir', 'Spirituality']","['indie', 'pop', 'metal']","['Adventure', 'Fantasy', 'Western']"
854,sad,"['Young Adult', ""Children's"", 'Memoir']","['alternative', 'rock', 'new-age']","['Comedy', 'Romance', 'Sci-Fi']"
854,stressed,"['Chick Lit', 'Spirituality', 'Business']","['soul', 'rock', 'alternative']","['Horror', 'Adventure', 'Fantasy']"
854,relaxed,"['Historical Fiction', 'Classics', 'Comics']","['alternative', 'indie', 'electronic']","['Fantasy', 'Children', 'Western']"
855,happy,"['Spirituality', 'Self Help', 'Historical Fiction']","['blues', 'dance', 'new-age']","['Comedy', 'Animation', 'Fantasy']"
855,sad,"['Music', 'Science Fiction', 'Romance']","['electronic', 'rock', 'alternative']","['Adventure', 'Romance', 'Animation']"
855,stressed,"['Travel', 'Comics', 'Memoir']","['world-music', 'new-age', 'electronic']","['Sci-Fi', 'Children', 'Fantasy']"
855,relaxed,"['Classics', 'Historical Fiction', 'Psychology']","['indie', 'rock', 'electro']","['Romance', 'Fantasy', 'Sci-Fi']"
856,happy,"['LGBT', 'Psychology', 'Biography']","['folk', 'blues', 'electro']","['Sci-Fi', 'Animation', 'Children']"
856,sad,"['Graphic Novels', ""Children's"", 'Horror']","['soul', 'blues', 'electronic']","['Sci-Fi', 'Animation', 'Romance']"
856,stressed,"['Fiction', 'Travel', 'Mystery']","['blues', 'dance', 'electro']","['Horror', 'Sci-Fi', 'Animation']"
856,relaxed,"['Memoir', 'Thriller', 'Horror']","['metal', 'dance', 'rock']","['Children', 'Western', 'Sci-Fi']"
857,happy,"['Graphic Novels', 'LGBT', 'Travel']","['metal', 'world-music', 'blues']","['Romance', 'Adventure', 'Comedy']"
857,sad,"['Comics', 'Fiction', 'Religion']","['rock', 'new-age', 'pop']","['Adventure', 'Horror', 'Children']"
857,stressed,"['Science Fiction', 'Religion', 'Art']","['indie', 'world-music', 'folk']","['Fantasy', 'Adventure', 'Western']"
857,relaxed,"['Science Fiction', 'Graphic Novels', 'Poetry']","['electro', 'blues', 'folk']","['Comedy', 'Fantasy', 'Sci-Fi']"
858,happy,"['Young Adult', 'LGBT', 'Graphic Novels']","['electro', 'dance', 'folk']","['Animation', 'Western', 'Romance']"
858,sad,"['Religion', 'Graphic Novels', 'Memoir']","['rock', 'electronic', 'folk']","['Fantasy', 'Romance', 'Comedy']"
858,stressed,"['Sports', 'History', 'Mystery']","['blues', 'metal', 'world-music']","['Fantasy', 'Animation', 'Horror']"
858,relaxed,"[""Children's"", 'Biography', 'Science Fiction']","['electro', 'electronic', 'indie']","['Animation', 'Romance', 'Sci-Fi']"
859,happy,"['Science', 'Religion', 'Crime']","['blues', 'indie', 'soul']","['Fantasy', 'Comedy', 'Children']"
859,sad,"['Business', 'Music', 'History']","['folk', 'pop', 'indie']","['Comedy', 'Adventure', 'Sci-Fi']"
859,stressed,"['Mystery', 'Psychology', 'Graphic Novels']","['soul', 'indie', 'electro']","['Comedy', 'Sci-Fi', 'Children']"
859,relaxed,"['Biography', 'Horror', 'Self Help']","['metal', 'pop', 'indie']","['Sci-Fi', 'Animation', 'Horror']"
860,happy,"['Historical Fiction', 'Business', 'Fiction']","['indie', 'dance', 'folk']","['Fantasy', 'Comedy', 'Romance']"
860,sad,"['Travel', 'Classics', 'Poetry']","['pop', 'folk', 'world-music']","['Horror', 'Sci-Fi', 'Animation']"
860,stressed,"['Business', 'Sports', 'Religion']","['dance', 'metal', 'rock']","['Romance', 'Animation', 'Fantasy']"
860,relaxed,"['Memoir', 'Mystery', 'Business']","['indie', 'world-music', 'blues']","['Animation', 'Romance', 'Western']"
861,happy,"['Sports', 'Memoir', ""Children's""]","['rock', 'electronic', 'folk']","['Fantasy', 'Animation', 'Western']"
861,sad,"['Spirituality', 'Religion', 'Memoir']","['electronic', 'indie', 'folk']","['Fantasy', 'Adventure', 'Sci-Fi']"
861,stressed,"['Art', 'Comics', 'Fiction']","['alternative', 'soul', 'blues']","['Sci-Fi', 'Children', 'Horror']"
861,relaxed,"['Religion', 'Self Help', 'Thriller']","['electronic', 'rock', 'dance']","['Western', 'Horror', 'Sci-Fi']"
862,happy,"['Thriller', 'Paranormal', 'Classics']","['world-music', 'electronic', 'alternative']","['Horror', 'Western', 'Romance']"
862,sad,"['Religion', 'Sports', 'Music']","['rock', 'dance', 'electro']","['Adventure', 'Comedy', 'Animation']"
862,stressed,"['History', 'Self Help', 'Fiction']","['alternative', 'folk', 'world-music']","['Adventure', 'Animation', 'Children']"
862,relaxed,"['Graphic Novels', 'Biography', 'Religion']","['blues', 'new-age', 'metal']","['Horror', 'Animation', 'Western']"
863,happy,"['Business', 'Humor', 'Romance']","['rock', 'new-age', 'electro']","['Comedy', 'Sci-Fi', 'Western']"
863,sad,"['Paranormal', 'Religion', 'Self Help']","['world-music', 'folk', 'electronic']","['Sci-Fi', 'Children', 'Adventure']"
863,stressed,"['Sports', 'Nonfiction', 'Classics']","['electro', 'world-music', 'alternative']","['Western', 'Comedy', 'Romance']"
863,relaxed,"['Mystery', 'Spirituality', 'Art']","['soul', 'new-age', 'folk']","['Children', 'Romance', 'Horror']"
864,happy,"[""Children's"", 'Spirituality', 'Young Adult']","['blues', 'folk', 'world-music']","['Romance', 'Fantasy', 'Western']"
864,sad,"['Religion', 'Business', 'Art']","['metal', 'indie', 'alternative']","['Comedy', 'Horror', 'Children']"
864,stressed,"['Romance', 'Business', 'Humor']","['indie', 'electro', 'blues']","['Comedy', 'Romance', 'Adventure']"
864,relaxed,"['Mystery', 'Paranormal', ""Children's""]","['electro', 'new-age', 'indie']","['Adventure', 'Western', 'Children']"
865,happy,"['Art', 'Self Help', 'Religion']","['world-music', 'indie', 'dance']","['Sci-Fi', 'Western', 'Adventure']"
865,sad,"['Poetry', 'Science Fiction', 'Thriller']","['world-music', 'soul', 'electro']","['Children', 'Western', 'Fantasy']"
865,stressed,"['Art', 'Sports', 'Chick Lit']","['dance', 'alternative', 'indie']","['Romance', 'Western', 'Horror']"
865,relaxed,"['Poetry', 'Fiction', 'Paranormal']","['electronic', 'folk', 'world-music']","['Horror', 'Children', 'Romance']"
866,happy,"['Religion', 'Music', 'Psychology']","['folk', 'electro', 'blues']","['Horror', 'Fantasy', 'Comedy']"
866,sad,"['Science', 'Historical Fiction', 'Mystery']","['alternative', 'new-age', 'rock']","['Sci-Fi', 'Adventure', 'Romance']"
866,stressed,"['Classics', 'Religion', 'Self Help']","['blues', 'soul', 'alternative']","['Children', 'Fantasy', 'Horror']"
866,relaxed,"['Self Help', 'Psychology', 'Graphic Novels']","['electronic', 'metal', 'folk']","['Sci-Fi', 'Animation', 'Romance']"
867,happy,"['Nonfiction', 'Self Help', 'Art']","['pop', 'rock', 'alternative']","['Fantasy', 'Comedy', 'Children']"
867,sad,"['Religion', 'Art', 'Graphic Novels']","['alternative', 'electro', 'rock']","['Adventure', 'Western', 'Animation']"
867,stressed,"['Horror', 'Biography', 'Religion']","['pop', 'world-music', 'electronic']","['Animation', 'Fantasy', 'Western']"
867,relaxed,"['Historical Fiction', 'Paranormal', 'Religion']","['pop', 'alternative', 'indie']","['Fantasy', 'Animation', 'Comedy']"
868,happy,"['Crime', 'Memoir', 'History']","['electro', 'soul', 'indie']","['Animation', 'Comedy', 'Horror']"
868,sad,"['Business', 'Religion', 'Historical Fiction']","['alternative', 'indie', 'electro']","['Sci-Fi', 'Adventure', 'Fantasy']"
868,stressed,"['Self Help', 'Horror', 'Thriller']","['electro', 'rock', 'pop']","['Adventure', 'Animation', 'Horror']"
868,relaxed,"['History', 'Comics', 'Fiction']","['soul', 'metal', 'new-age']","['Sci-Fi', 'Children', 'Fantasy']"
869,happy,"['Horror', 'Humor', 'Memoir']","['soul', 'electro', 'pop']","['Western', 'Sci-Fi', 'Horror']"
869,sad,"['Psychology', 'Business', 'Fiction']","['indie', 'folk', 'alternative']","['Comedy', 'Fantasy', 'Children']"
869,stressed,"['Sports', 'History', 'Young Adult']","['rock', 'new-age', 'electro']","['Fantasy', 'Horror', 'Sci-Fi']"
869,relaxed,"['Romance', 'Religion', 'Spirituality']","['dance', 'soul', 'new-age']","['Romance', 'Animation', 'Horror']"
870,happy,"['LGBT', 'Nonfiction', 'Religion']","['world-music', 'new-age', 'alternative']","['Comedy', 'Romance', 'Adventure']"
